Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
F04,HEX,,Unkn,,,27.89339253,27.89339253,0,NaN,NaN,NaN,0,60,
F05,HEX,,Unkn,,,27.34347535,27.34347535,0,NaN,NaN,NaN,0,60,
F06,HEX,,Unkn,,,27.37734855,27.37734855,0,NaN,NaN,NaN,0,60,
F07,HEX,,Unkn,,,29.12205782,29.12205782,0,NaN,NaN,NaN,0,60,
F08,HEX,,Unkn,,,29.17346153,29.17346153,0,NaN,NaN,NaN,0,60,
F09,HEX,,Unkn,,,29.10772371,29.10772371,0,NaN,NaN,NaN,0,60,
F10,HEX,,Unkn,,,30.17253023,30.17253023,0,NaN,NaN,NaN,0,60,
F11,HEX,,Unkn,,,28.21518827,28.21518827,0,NaN,NaN,NaN,0,60,
F12,HEX,,Unkn,,,28.20087253,28.20087253,0,NaN,NaN,NaN,0,60,
F13,HEX,,Unkn,,,27.70323735,27.70323735,0,NaN,NaN,NaN,0,60,
F14,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
F15,HEX,,Unkn,,,27.13681601,27.13681601,0,NaN,NaN,NaN,0,60,
F16,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
F17,HEX,,Unkn,,,27.40168571,27.40168571,0,NaN,NaN,NaN,0,60,
F18,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
F19,HEX,,Unkn,,,27.69622737,27.69622737,0,NaN,NaN,NaN,0,60,
F20,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
F21,HEX,,Unkn,,,33.48951088,33.48951088,0,NaN,NaN,NaN,0,60,
F22,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
F23,HEX,,Unkn,,,28.17650199,28.17650199,0,NaN,NaN,NaN,0,60,
F24,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
G01,HEX,,Unkn,,,27.3557282,27.3557282,0,NaN,NaN,NaN,0,60,
G02,HEX,,Unkn,,,27.40262289,27.40262289,0,NaN,NaN,NaN,0,60,
G03,HEX,,Unkn,,,27.718857,27.718857,0,NaN,NaN,NaN,0,60,
G04,HEX,,Unkn,,,27.61657677,27.61657677,0,NaN,NaN,NaN,0,60,
G05,HEX,,Unkn,,,27.3249424,27.3249424,0,NaN,NaN,NaN,0,60,
G06,HEX,,Unkn,,,27.27793218,27.27793218,0,NaN,NaN,NaN,0,60,
G07,HEX,,Unkn,,,29.10712889,29.10712889,0,NaN,NaN,NaN,0,60,
G08,HEX,,Unkn,,,29.15667037,29.15667037,0,NaN,NaN,NaN,0,60,
G09,HEX,,Unkn,,,29.22103271,29.22103271,0,NaN,NaN,NaN,0,60,
G10,HEX,,Unkn,,,29.74422794,29.74422794,0,NaN,NaN,NaN,0,60,
G11,HEX,,Unkn,,,28.29204765,28.29204765,0,NaN,NaN,NaN,0,60,
G12,HEX,,Unkn,,,28.07339967,28.07339967,0,NaN,NaN,NaN,0,60,
G13,HEX,,Unkn,,,27.79415135,27.79415135,0,NaN,NaN,NaN,0,60,
G14,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
G15,HEX,,Unkn,,,27.07795395,27.07795395,0,NaN,NaN,NaN,0,60,
G16,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
G17,HEX,,Unkn,,,27.3859515,27.3859515,0,NaN,NaN,NaN,0,60,
G18,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
G19,HEX,,Unkn,,,27.61395212,27.61395212,0,NaN,NaN,NaN,0,60,
G20,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
G21,HEX,,Unkn,,,33.62393932,33.62393932,0,NaN,NaN,NaN,0,60,
G22,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
G23,HEX,,Unkn,,,28.30801587,28.30801587,0,NaN,NaN,NaN,0,60,
G24,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
H01,HEX,,Unkn,,,27.37584257,27.37584257,0,NaN,NaN,NaN,0,60,
H02,HEX,,Unkn,,,27.38138447,27.38138447,0,NaN,NaN,NaN,0,60,
H03,HEX,,Unkn,,,27.72894409,27.72894409,0,NaN,NaN,NaN,0,60,
H04,HEX,,Unkn,,,27.61654159,27.61654159,0,NaN,NaN,NaN,0,60,
H05,HEX,,Unkn,,,27.36310406,27.36310406,0,NaN,NaN,NaN,0,60,
H06,HEX,,Unkn,,,27.30459476,27.30459476,0,NaN,NaN,NaN,0,60,
H07,HEX,,Unkn,,,29.13289519,29.13289519,0,NaN,NaN,NaN,0,60,
H08,HEX,,Unkn,,,29.02254719,29.02254719,0,NaN,NaN,NaN,0,60,
H09,HEX,,Unkn,,,28.87628501,28.87628501,0,NaN,NaN,NaN,0,60,
H10,HEX,,Unkn,,,30.0499523,30.0499523,0,NaN,NaN,NaN,0,60,
H11,HEX,,Unkn,,,28.28997328,28.28997328,0,NaN,NaN,NaN,0,60,
H12,HEX,,Unkn,,,28.07354069,28.07354069,0,NaN,NaN,NaN,0,60,
H13,HEX,,Unkn,,,27.74575433,27.74575433,0,NaN,NaN,NaN,0,60,
H14,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
H15,HEX,,Unkn,,,27.13252446,27.13252446,0,NaN,NaN,NaN,0,60,
H16,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
H17,HEX,,Unkn,,,27.542428,27.542428,0,NaN,NaN,NaN,0,60,
H18,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
H19,HEX,,Unkn,,,27.67326688,27.67326688,0,NaN,NaN,NaN,0,60,
H20,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
H21,HEX,,Unkn,,,33.51429036,33.51429036,0,NaN,NaN,NaN,0,60,
H22,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
H23,HEX,,Unkn,,,28.0306518,28.0306518,0,NaN,NaN,NaN,0,60,
H24,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
I01,HEX,,Unkn,,,27.3257243,27.3257243,0,NaN,NaN,NaN,0,60,
I02,HEX,,Unkn,,,27.37600122,27.37600122,0,NaN,NaN,NaN,0,60,
I03,HEX,,Unkn,,,27.63616695,27.63616695,0,NaN,NaN,NaN,0,60,
I04,HEX,,Unkn,,,27.75953589,27.75953589,0,NaN,NaN,NaN,0,60,
I05,HEX,,Unkn,,,27.25916956,27.25916956,0,NaN,NaN,NaN,0,60,
I06,HEX,,Unkn,,,27.22611242,27.22611242,0,NaN,NaN,NaN,0,60,
I07,HEX,,Unkn,,,28.85542415,28.85542415,0,NaN,NaN,NaN,0,60,
I08,HEX,,Unkn,,,29.25009329,29.25009329,0,NaN,NaN,NaN,0,60,
I09,HEX,,Unkn,,,29.09923857,29.09923857,0,NaN,NaN,NaN,0,60,
I10,HEX,,Unkn,,,29.89767756,29.89767756,0,NaN,NaN,NaN,0,60,
I11,HEX,,Unkn,,,28.24836875,28.24836875,0,NaN,NaN,NaN,0,60,
I12,HEX,,Unkn,,,28.05618271,28.05618271,0,NaN,NaN,NaN,0,60,
I13,HEX,,Unkn,,,27.72940852,27.72940852,0,NaN,NaN,NaN,0,60,
I14,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
I15,HEX,,Unkn,,,27.07941849,27.07941849,0,NaN,NaN,NaN,0,60,
I16,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
I17,HEX,,Unkn,,,27.53357677,27.53357677,0,NaN,NaN,NaN,0,60,
I18,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
I19,HEX,,Unkn,,,27.62094624,27.62094624,0,NaN,NaN,NaN,0,60,
I20,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
I21,HEX,,Unkn,,,33.97222485,33.97222485,0,NaN,NaN,NaN,0,60,
I22,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
I23,HEX,,Unkn,,,28.30432125,28.30432125,0,NaN,NaN,NaN,0,60,
I24,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
J01,HEX,,Unkn,,,27.38172009,27.38172009,0,NaN,NaN,NaN,0,60,
J02,HEX,,Unkn,,,27.28477847,27.28477847,0,NaN,NaN,NaN,0,60,
J03,HEX,,Unkn,,,27.8414406,27.8414406,0,NaN,NaN,NaN,0,60,
J04,HEX,,Unkn,,,27.73822975,27.73822975,0,NaN,NaN,NaN,0,60,
J05,HEX,,Unkn,,,27.43356091,27.43356091,0,NaN,NaN,NaN,0,60,
J06,HEX,,Unkn,,,27.28181537,27.28181537,0,NaN,NaN,NaN,0,60,
J07,HEX,,Unkn,,,29.07513632,29.07513632,0,NaN,NaN,NaN,0,60,
J08,HEX,,Unkn,,,29.13551253,29.13551253,0,NaN,NaN,NaN,0,60,
J09,HEX,,Unkn,,,28.64689352,28.64689352,0,NaN,NaN,NaN,0,60,
J10,HEX,,Unkn,,,29.8548945,29.8548945,0,NaN,NaN,NaN,0,60,
J11,HEX,,Unkn,,,28.21628986,28.21628986,0,NaN,NaN,NaN,0,60,
J12,HEX,,Unkn,,,27.81468861,27.81468861,0,NaN,NaN,NaN,0,60,
J13,HEX,,Unkn,,,27.72151905,27.72151905,0,NaN,NaN,NaN,0,60,
J14,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
J15,HEX,,Unkn,,,27.00532627,27.00532627,0,NaN,NaN,NaN,0,60,
J16,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
J17,HEX,,Unkn,,,27.32188575,27.32188575,0,NaN,NaN,NaN,0,60,
J18,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
J19,HEX,,Unkn,,,27.88367862,27.88367862,0,NaN,NaN,NaN,0,60,
J20,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
J21,HEX,,Unkn,,,34.06738791,34.06738791,0,NaN,NaN,NaN,0,60,
J22,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
J23,HEX,,Unkn,,,28.16149365,28.16149365,0,NaN,NaN,NaN,0,60,
J24,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
K01,HEX,,Unkn,,,27.52918386,27.52918386,0,NaN,NaN,NaN,0,60,
K02,HEX,,Unkn,,,27.27649081,27.27649081,0,NaN,NaN,NaN,0,60,
K03,HEX,,Unkn,,,27.68036042,27.68036042,0,NaN,NaN,NaN,0,60,
K04,HEX,,Unkn,,,27.82633819,27.82633819,0,NaN,NaN,NaN,0,60,
K05,HEX,,Unkn,,,27.43252367,27.43252367,0,NaN,NaN,NaN,0,60,
K06,HEX,,Unkn,,,27.44302525,27.44302525,0,NaN,NaN,NaN,0,60,
K07,HEX,,Unkn,,,28.98707267,28.98707267,0,NaN,NaN,NaN,0,60,
K08,HEX,,Unkn,,,29.16919124,29.16919124,0,NaN,NaN,NaN,0,60,
K09,HEX,,Unkn,,,28.98887303,28.98887303,0,NaN,NaN,NaN,0,60,
K10,HEX,,Unkn,,,30.07069971,30.07069971,0,NaN,NaN,NaN,0,60,
K11,HEX,,Unkn,,,28.10512637,28.10512637,0,NaN,NaN,NaN,0,60,
K12,HEX,,Unkn,,,27.79994284,27.79994284,0,NaN,NaN,NaN,0,60,
K13,HEX,,Unkn,,,27.97121782,27.97121782,0,NaN,NaN,NaN,0,60,
K14,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
K15,HEX,,Unkn,,,27.01764395,27.01764395,0,NaN,NaN,NaN,0,60,
K16,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
K17,HEX,,Unkn,,,27.48207687,27.48207687,0,NaN,NaN,NaN,0,60,
K18,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
K19,HEX,,Unkn,,,27.62191427,27.62191427,0,NaN,NaN,NaN,0,60,
K20,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
K21,HEX,,Unkn,,,33.95539641,33.95539641,0,NaN,NaN,NaN,0,60,
K22,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
K23,HEX,,Unkn,,,28.18507284,28.18507284,0,NaN,NaN,NaN,0,60,
K24,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
L01,HEX,,Unkn,,,27.52091568,27.52091568,0,NaN,NaN,NaN,0,60,
L02,HEX,,Unkn,,,27.61650948,27.61650948,0,NaN,NaN,NaN,0,60,
L03,HEX,,Unkn,,,28.14483887,28.14483887,0,NaN,NaN,NaN,0,60,
L04,HEX,,Unkn,,,27.6702339,27.6702339,0,NaN,NaN,NaN,0,60,
L05,HEX,,Unkn,,,27.48120742,27.48120742,0,NaN,NaN,NaN,0,60,
L06,HEX,,Unkn,,,27.53803169,27.53803169,0,NaN,NaN,NaN,0,60,
L07,HEX,,Unkn,,,29.5482719,29.5482719,0,NaN,NaN,NaN,0,60,
L08,HEX,,Unkn,,,29.15194407,29.15194407,0,NaN,NaN,NaN,0,60,
L09,HEX,,Unkn,,,29.30313046,29.30313046,0,NaN,NaN,NaN,0,60,
L10,HEX,,Unkn,,,30.19369344,30.19369344,0,NaN,NaN,NaN,0,60,
L11,HEX,,Unkn,,,28.88800073,28.88800073,0,NaN,NaN,NaN,0,60,
L12,HEX,,Unkn,,,28.12576798,28.12576798,0,NaN,NaN,NaN,0,60,
L13,HEX,,Unkn,,,27.9927393,27.9927393,0,NaN,NaN,NaN,0,60,
L14,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
L15,HEX,,Unkn,,,27.15811872,27.15811872,0,NaN,NaN,NaN,0,60,
L16,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
L17,HEX,,Unkn,,,27.68980922,27.68980922,0,NaN,NaN,NaN,0,60,
L18,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
L19,HEX,,Unkn,,,27.83550998,27.83550998,0,NaN,NaN,NaN,0,60,
L20,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
L21,HEX,,Unkn,,,33.30391895,33.30391895,0,NaN,NaN,NaN,0,60,
L22,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
L23,HEX,,Unkn,,,28.22206683,28.22206683,0,NaN,NaN,NaN,0,60,
L24,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
M01,HEX,,Unkn,,,26.17172753,26.17172753,0,NaN,NaN,NaN,0,60,
M02,HEX,,Unkn,,,26.41307157,26.41307157,0,NaN,NaN,NaN,0,60,
M03,HEX,,Unkn,,,26.76881206,26.76881206,0,NaN,NaN,NaN,0,60,
M04,HEX,,Unkn,,,26.57933539,26.57933539,0,NaN,NaN,NaN,0,60,
M05,HEX,,Unkn,,,26.29477552,26.29477552,0,NaN,NaN,NaN,0,60,
M06,HEX,,Unkn,,,26.02103792,26.02103792,0,NaN,NaN,NaN,0,60,
M07,HEX,,Unkn,,,26.82200693,26.82200693,0,NaN,NaN,NaN,0,60,
M08,HEX,,Unkn,,,27.15245708,27.15245708,0,NaN,NaN,NaN,0,60,
M09,HEX,,Unkn,,,27.55490335,27.55490335,0,NaN,NaN,NaN,0,60,
M10,HEX,,Unkn,,,28.46435703,28.46435703,0,NaN,NaN,NaN,0,60,
M11,HEX,,Unkn,,,26.72256581,26.72256581,0,NaN,NaN,NaN,0,60,
M12,HEX,,Unkn,,,26.39032068,26.39032068,0,NaN,NaN,NaN,0,60,
M13,HEX,,Unkn,,,26.72762263,26.72762263,0,NaN,NaN,NaN,0,60,
M14,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
M15,HEX,,Unkn,,,25.81933614,25.81933614,0,NaN,NaN,NaN,0,60,
M16,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
M17,HEX,,Unkn,,,26.0122356,26.0122356,0,NaN,NaN,NaN,0,60,
M18,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
M19,HEX,,Unkn,,,25.90278554,25.90278554,0,NaN,NaN,NaN,0,60,
M20,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
M21,HEX,,Unkn,,,32.75372622,32.75372622,0,NaN,NaN,NaN,0,60,
M22,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
M23,HEX,,Unkn,,,27.12370329,27.12370329,0,NaN,NaN,NaN,0,60,
M24,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
N01,HEX,,Unkn,,,26.29256852,26.29256852,0,NaN,NaN,NaN,0,60,
N02,HEX,,Unkn,,,26.56312008,26.56312008,0,NaN,NaN,NaN,0,60,
N03,HEX,,Unkn,,,26.54452399,26.54452399,0,NaN,NaN,NaN,0,60,
N04,HEX,,Unkn,,,26.62335456,26.62335456,0,NaN,NaN,NaN,0,60,
N05,HEX,,Unkn,,,26.38486276,26.38486276,0,NaN,NaN,NaN,0,60,
N06,HEX,,Unkn,,,26.04727649,26.04727649,0,NaN,NaN,NaN,0,60,
N07,HEX,,Unkn,,,26.95591834,26.95591834,0,NaN,NaN,NaN,0,60,
N08,HEX,,Unkn,,,27.22073555,27.22073555,0,NaN,NaN,NaN,0,60,
N09,HEX,,Unkn,,,27.59088351,27.59088351,0,NaN,NaN,NaN,0,60,
N10,HEX,,Unkn,,,28.6436343,28.6436343,0,NaN,NaN,NaN,0,60,
N11,HEX,,Unkn,,,26.9669518,26.9669518,0,NaN,NaN,NaN,0,60,
N12,HEX,,Unkn,,,26.48532998,26.48532998,0,NaN,NaN,NaN,0,60,
N13,HEX,,Unkn,,,27.19843123,27.19843123,0,NaN,NaN,NaN,0,60,
N14,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
N15,HEX,,Unkn,,,26.10127597,26.10127597,0,NaN,NaN,NaN,0,60,
N16,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
N17,HEX,,Unkn,,,26.0580176,26.0580176,0,NaN,NaN,NaN,0,60,
N18,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
N19,HEX,,Unkn,,,26.06181678,26.06181678,0,NaN,NaN,NaN,0,60,
N20,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
N21,HEX,,Unkn,,,32.67512875,32.67512875,0,NaN,NaN,NaN,0,60,
N22,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
N23,HEX,,Unkn,,,26.74824304,26.74824304,0,NaN,NaN,NaN,0,60,
N24,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
O01,HEX,,Unkn,,,26.43346613,26.43346613,0,NaN,NaN,NaN,0,60,
O02,HEX,,Unkn,,,26.54577074,26.54577074,0,NaN,NaN,NaN,0,60,
O03,HEX,,Unkn,,,26.52795271,26.52795271,0,NaN,NaN,NaN,0,60,
O04,HEX,,Unkn,,,26.47986856,26.47986856,0,NaN,NaN,NaN,0,60,
O05,HEX,,Unkn,,,26.23769834,26.23769834,0,NaN,NaN,NaN,0,60,
O06,HEX,,Unkn,,,25.95608586,25.95608586,0,NaN,NaN,NaN,0,60,
O07,HEX,,Unkn,,,27.02876838,27.02876838,0,NaN,NaN,NaN,0,60,
O08,HEX,,Unkn,,,26.91282239,26.91282239,0,NaN,NaN,NaN,0,60,
O09,HEX,,Unkn,,,27.32180206,27.32180206,0,NaN,NaN,NaN,0,60,
O10,HEX,,Unkn,,,28.5494563,28.5494563,0,NaN,NaN,NaN,0,60,
O11,HEX,,Unkn,,,26.88539249,26.88539249,0,NaN,NaN,NaN,0,60,
O12,HEX,,Unkn,,,26.65250424,26.65250424,0,NaN,NaN,NaN,0,60,
O13,HEX,,Unkn,,,26.90706126,26.90706126,0,NaN,NaN,NaN,0,60,
O14,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
O15,HEX,,Unkn,,,26.14916258,26.14916258,0,NaN,NaN,NaN,0,60,
O16,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
O17,HEX,,Unkn,,,25.9463185,25.9463185,0,NaN,NaN,NaN,0,60,
O18,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
O19,HEX,,Unkn,,,25.8946283,25.8946283,0,NaN,NaN,NaN,0,60,
O20,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
O21,HEX,,Unkn,,,32.94739518,32.94739518,0,NaN,NaN,NaN,0,60,
O22,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
O23,HEX,,Unkn,,,26.95370251,26.95370251,0,NaN,NaN,NaN,0,60,
O24,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
P01,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
P02,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
P03,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
P04,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
P05,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
P06,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
P07,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
P08,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
P09,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
P10,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
P11,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
P12,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
P13,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
P14,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
P15,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
P16,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
P17,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
P18,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
P19,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
P20,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
P21,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
P22,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
P23,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
P24,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
